	0.000000	1.000000	0.143612
	0.100000	1.000000	-0.069605
	0.200000	1.000000	-0.018513
	0.300000	1.000000	-0.090410
	0.400000	1.000000	-0.125881
	0.500000	1.000000	0.128194
	0.600000	1.000000	-0.027450
	0.700000	1.000000	-0.045521
	0.800000	1.000000	0.082748
	0.900000	1.000000	0.236299
	1.000000	1.000000	-0.076287
	1.100000	1.000000	-0.059344
	1.200000	1.000000	0.023559
	1.300000	1.000000	0.162203
	1.400000	1.000000	-0.150193
	1.500000	1.000000	-0.197588
	1.600000	1.000000	-0.000795
	1.700000	1.000000	-0.031508
	1.800000	1.000000	0.018458
	1.900000	1.000000	-0.072546
	2.000000	1.000000	0.153907
	2.100000	1.000000	0.145559
	2.200000	1.000000	0.020229
	2.300000	1.000000	0.093283
	2.400000	1.000000	0.013423
	2.500000	1.000000	-0.104605
	2.600000	1.000000	-0.096325
	2.700000	1.000000	0.018697
	2.800000	1.000000	-0.174292
	2.900000	1.000000	-0.041720
	3.000000	1.000000	-0.025027
	3.100000	1.000000	0.126823
	3.200000	1.000000	0.111539
	3.300000	1.000000	0.101147
	3.400000	1.000000	0.102408
	3.500000	1.000000	-0.115328
	3.600000	1.000000	0.015320
	3.700000	1.000000	-0.234794
	3.800000	1.000000	0.062146
	3.900000	1.000000	0.138287
	4.000000	1.000000	-0.035030
	4.100000	1.000000	0.035346
	4.200000	1.000000	0.082129
	4.300000	1.000000	0.068516
	4.400000	1.000000	-0.077809
	4.500000	1.000000	0.001464
	4.600000	1.000000	-0.072339
	4.700000	1.000000	0.048519
	4.800000	1.000000	0.065600
	4.900000	1.000000	0.018816
	5.000000	1.000000	-0.126400
	5.100000	1.000000	0.064682
	5.200000	1.000000	-0.082063
	5.300000	1.000000	0.179378
	5.400000	1.000000	-0.179145
	5.500000	1.000000	-0.251513
	5.600000	1.000000	-0.154156
	5.700000	1.000000	-0.033222
	5.800000	1.000000	0.070366
	5.900000	1.000000	-0.021626
	6.000000	1.000000	-0.046514
	6.100000	1.000000	-0.125266
	6.200000	1.000000	0.054538
	6.300000	1.000000	0.053914
	6.400000	1.000000	-0.148605
	6.500000	1.000000	-0.082109
	6.600000	1.000000	0.013029
	6.700000	1.000000	0.017542
	6.800000	1.000000	-0.082143
	6.900000	1.000000	-0.014332
	7.000000	1.000000	-0.078749
	7.100000	1.000000	0.034537
	7.200000	1.000000	0.078694
	7.300000	1.000000	-0.066751
	7.400000	1.000000	-0.051648
	7.500000	1.000000	-0.159635
	7.600000	1.000000	0.165727
	7.700000	1.000000	-0.025348
	7.800000	1.000000	-0.110922
	7.900000	1.000000	-0.062553
	8.000000	1.000000	-0.072612
	8.100000	1.000000	0.110244
	8.200000	1.000000	-0.104192
